OID_,created_date,last_edited_date,ROADSEGID,SUB_TYPE,FNODE,TNODE,LENGTH,ROADID,RIGHTWAY,ADDSEGDT,SEGSTAT,DEDSTAT,FUNCLASS,ONEWAY,SUBDIVID,SEGCLASS,LJURISDIC,LLOWADDR,LHIGHADDR,RJURISDIC,RLOWADDR,RHIGHADDR,LMIXADDR,RMIXADDR,PENDING,ABLOADDR,ABHIADDR,NAD83N,NAD83E,SPEED,L_ZIP,R_ZIP,LPSJUR,RPSJUR,CARTO,OBMH,FIREDRIV,L_BLOCK,R_BLOCK,L_TRACT,R_TRACT,L_BEAT,R_BEAT,FRXCOORD,FRYCOORD,MIDXCOORD,MIDYCOORD,TOXCOORD,TOYCOORD,F_LEVEL,T_LEVEL,L_PSBLOCK,R_PSBLOCK,RD20PRED,RD20NAME,RD20SFX,RD20FULL,RD30PRED,RD30NAME,RD30SFX,RD30POSTD,RD30FULL,Shape_Length
730,4/1/1980 0:00:00,9/9/2025 22:07:26,21644,,17214,17137,145.977037760000002,6086,0,4/1/1980 0:00:00,M,D,6,B,0,2,OC,1600,1698,OC,1601,1699,N,N,N,1600,1699,2019136.000000000000000,6219829.000000000000000,45,92058,92058,OC,OC,3,N,Y,1006,1001,18615,18509,10,11,6219829.000000000000000,2019136.000000000000000,6219891.480000000447035,2019173.752000000094995,6219953.940999999642372,2019211.492000000085682,1,1,10060,10010,,MISSION,AV,MISSION AV,,MISSION,AVE,,MISSION AVE,312.331921515338308
731,4/1/1980 0:00:00,7/14/2016 11:48:23,21631,,17137,17000,506.412642380000023,6086,0,4/1/1980 0:00:00,M,D,6,B,0,2,OC,1700,1898,OC,1701,1899,N,N,N,1700,1899,2019211.492000000085682,6219953.940999999642372,45,92058,92058,OC,OC,3,N,Y,1034,1000,18616,18509,10,11,6219953.940999999642372,2019211.492000000085682,6220170.683000000193715,2019341.996000000042841,6220387.000000000000000,2019474.000000000000000,1,1,20390,10020,,MISSION,AV,MISSION AV,,MISSION,AVE,,MISSION AVE,506.412793131556896
732,1/10/1996 0:00:00,1/31/2019 13:34:34,140202,,15530,15893,3563.462956259999828,104194,0,1/10/1996 0:00:00,M,D,6,F,0,2,OC,0,0,OC,0,0,N,N,N,0,0,2022781.547999999951571,6219889.041000000201166,50,92058,92058,OC,OC,1,N,Y,1010,1010,18616,18616,10,10,6219889.041000000201166,2022781.547999999951571,6218109.821000000461936,2022811.983000000007451,6216569.007000000216067,2021979.395999999949709,1,1,20410,20410,,SR-76 WB,,SR-76 WB,,STATE ROUTE 76 WB,,,STATE ROUTE 76 WB,3563.463002035575755
733,1/10/1996 0:00:00,1/31/2019 13:34:34,157027,,15918,15560,3535.201977430000170,104195,0,1/10/1996 0:00:00,M,D,6,F,0,2,OC,1400,1998,OC,1401,1999,N,N,N,1400,1999,2021913.770000000018626,6216622.341000000014901,50,92058,92058,OC,OC,1,N,Y,3000,3000,18616,18616,10,10,6216622.341000000014901,2021913.770000000018626,6218133.000000000000000,2022762.172999999951571,6219897.103000000119209,2022720.507999999914318,1,1,20410,30000,,SR-76 EB,,SR-76 EB,,STATE ROUTE 76 EB,,,STATE ROUTE 76 EB,3535.201964962203419
734,4/1/1980 0:00:00,7/14/2016 11:55:18,11210,,28632,28362,1051.927577019999944,3878,0,4/1/1980 0:00:00,M,D,6,B,0,2,ES,2000,2098,ES,2001,2099,N,N,N,2000,2099,1994601.000000000000000,6316218.000000000000000,35,92027,92027,ES,ES,3,N,Y,1001,2000,20209,20209,46,56,6316218.000000000000000,1994601.000000000000000,6316681.444000000134110,1994849.787999999942258,6317144.825000000186265,1995098.540999999968335,1,1,10000,20180,E,VALLEY,PY,E VALLEY PY,E,VALLEY,PKY,,E VALLEY PKY,1051.927504620879290
735,1/21/2005 10:19:45,7/7/2020 12:25:17,169336,,148217,3416,632.175604629999953,27384,0,1/21/2005 10:19:45,M,D,6,B,0,2,CN,36000,36130,CN,36001,36129,N,N,N,36000,36130,2078474.435000000055879,6309305.009999999776483,45,92059,92059,CN,CN,3,N,Y,2034,2052,19108,19108,804,804,6309305.009999999776483,2078474.435000000055879,6309199.033999999985099,2078772.135000000009313,6309093.000000000000000,2079070.000000000000000,1,1,40770,40520,,PALA TEMECULA,RD,PALA TEMECULA RD,,PALA TEMECULA,RD,,PALA TEMECULA RD,632.175418878835217
736,2/1/1989 0:00:00,9/15/2015 9:54:21,132618,,116569,116576,41.400483090000002,101343,0,2/1/1989 0:00:00,M,D,6,F,0,2,SD,0,0,SD,0,0,N,N,N,0,0,1786443.000000000000000,6307850.000000000000000,60,92154,92154,SD,SD,1,N,Y,2001,2001,10109,10109,722,722,6307850.000000000000000,1786443.000000000000000,6307833.260999999940395,1786430.318999999901280,6307817.000000000000000,1786418.000000000000000,2,1,20010,20030,,SR-905 WB,,SR-905 WB,,STATE ROUTE 905 WB,,,STATE ROUTE 905 WB,41.400400285190180
737,2/1/1989 0:00:00,9/15/2015 9:54:22,132639,,116592,116584,73.824115300000003,101449,0,2/1/1989 0:00:00,M,D,F,F,0,2,SD,0,0,SD,0,0,N,N,N,0,0,1786364.000000000000000,6308087.000000000000000,60,92173,92173,SD,SD,1,N,Y,2000,2000,10111,10111,712,712,6308087.000000000000000,1786364.000000000000000,6308120.580000000074506,1786379.537000000011176,6308154.000000000000000,1786395.000000000000000,2,2,20080,20100,,SR-905 EB,,SR-905 EB,,STATE ROUTE 905 EB,,,STATE ROUTE 905 EB,73.824265417785952
738,10/19/1995 0:00:00,7/14/2016 11:44:47,139685,,108967,108969,33.266391830000003,6945,0,10/19/1995 0:00:00,M,D,6,B,0,2,CV,800,808,CV,801,809,N,N,N,800,809,1813520.553000000072643,6299981.985999999567866,35,91910,91910,CV,CV,3,N,Y,2003,1002,12502,12502,11,11,6299981.985999999567866,1813520.553000000072643,6299965.821000000461936,1813515.290000000037253,6299950.354000000283122,1813510.253999999957159,2,2,10250,10230,,E,ST,E ST,,E,ST,,E ST,33.266286299094418
739,2/1/1989 0:00:00,5/8/2019 10:00:29,58316,,114352,114518,826.252130269999952,121869,0,2/1/1989 0:00:00,M,D,6,B,0,2,IB,600,678,IB,601,679,N,N,N,600,679,1794172.000000000000000,6293463.000000000000000,35,91932,91932,IB,IB,2,N,Y,4017,4017,10502,10502,701,701,6293463.000000000000000,1794172.000000000000000,6293757.389999999664724,1793883.049000000115484,6294098.000000000000000,1793650.000000000000000,1,1,40080,10130,,SR-75,,SR-75,,STATE ROUTE 75,,,STATE ROUTE 75,826.252082259999042
740,2/1/1989 0:00:00,9/15/2015 10:24:37,55498,,10269,10238,196.094365040000014,13752,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3130,3148,CN,3131,3149,N,N,N,3130,3149,2036846.000000000000000,6276145.000000000000000,45,92084,92084,CN,CN,3,N,Y,4021,1003,18803,19208,396,325,6276145.000000000000000,2036846.000000000000000,6276235.956000000238419,2036882.482000000076368,6276327.000000000000000,2036919.000000000000000,1,1,30640,10070,,GOPHER CANYON,RD,GOPHER CANYON RD,,GOPHER CANYON,RD,,GOPHER CANYON RD,196.094277356320788
741,2/1/1989 0:00:00,9/15/2015 10:24:37,55500,,10325,10355,301.120025699999985,13752,100,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3500,3518,CN,3501,3519,N,N,N,3500,3519,2036710.000000000000000,6278328.000000000000000,45,92084,92084,CN,CN,3,N,Y,2023,1003,18803,19208,396,325,6278328.000000000000000,2036710.000000000000000,6278453.587000000290573,2036626.237999999895692,6278584.843000000342727,2036553.469000000040978,1,1,20390,10070,,GOPHER CANYON,RD,GOPHER CANYON RD,,GOPHER CANYON,RD,,GOPHER CANYON RD,301.119956378891686
742,2/1/1989 0:00:00,2/22/2017 7:43:19,58302,,110952,110510,1200.008333300000004,14556,0,2/1/1989 0:00:00,M,D,6,F,0,2,CO,0,0,CO,4500,4998,N,N,N,0,4998,1808498.000000000000000,6288287.000000000000000,50,92118,92118,CO,CO,2,N,Y,1004,1004,10601,10601,3,3,6288287.000000000000000,1808498.000000000000000,6288126.001000000163913,1809075.996000000042841,6287965.000000000000000,1809654.000000000000000,1,1,20110,10060,,SILVER STRAND,BL,SILVER STRAND BL,,SILVER STRAND,BLVD,,SILVER STRAND BLVD,1200.008321710034579
743,2/1/1989 0:00:00,10/30/2017 6:01:04,58305,,111315,111520,702.203674159999991,14556,180,2/1/1989 0:00:00,M,D,6,F,0,2,CO,5401,5699,CO,0,0,N,N,N,0,5699,1807529.000000000000000,6288475.000000000000000,50,92118,92118,CO,CO,2,N,Y,1005,2012,10601,10601,3,3,6288475.000000000000000,1807529.000000000000000,6288593.466000000014901,1807198.595999999903142,6288712.000000000000000,1806868.000000000000000,1,1,20110,20110,,SILVER STRAND,BL,SILVER STRAND BL,,SILVER STRAND,BLVD,,SILVER STRAND BLVD,702.203615807255801
744,2/1/1989 0:00:00,9/15/2015 9:29:51,87687,,10459,10468,691.543234969999958,26713,100,2/1/1989 0:00:00, ,D,6,B,0,2,CN,9400,9448,CN,9401,9449,N,N,N,9400,9449,2036297.000000000000000,6292294.000000000000000,45,92082,92082,CN,CN,3,N,Y,3024,3000,19103,19105,362,363,6292294.000000000000000,2036297.000000000000000,6292637.730999999679625,2036259.168000000063330,6292983.000000000000000,2036248.000000000000000,1,1,20450,30160,,OLD CASTLE,RD,OLD CASTLE RD,,OLD CASTLE,RD,,OLD CASTLE RD,691.543153289377642
745,6/1/1985 0:00:00,9/15/2015 10:10:14,21480,,10767,10749,95.727725599999999,13752,0,6/1/1985 0:00:00,M,D,6,B,0,2,CN,1100,1108,CN,1101,1109,N,N,N,1100,1109,2035200.000000000000000,6263096.000000000000000,45,92084,92084,CN,CN,3,N,Y,2003,2023,19209,19209,324,325,6263096.000000000000000,2035200.000000000000000,6263136.981999999843538,2035224.989000000059605,6263177.000000000000000,2035250.999000000068918,1,1,10180,10240,,GOPHER CANYON,RD,GOPHER CANYON RD,,GOPHER CANYON,RD,,GOPHER CANYON RD,95.727817814708914
746,4/1/1980 0:00:00,7/14/2016 11:49:36,43397,,43632,43597,85.770419980000000,10769,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,17400,17408,CN,17401,17409,N,N,N,17400,17409,1955010.000000000000000,6261367.000000000000000,45,92067,92067,CN,CN,3,N,Y,1000,1001,17106,17106,251,251,6261367.000000000000000,1955010.000000000000000,6261372.041000000201166,1955052.656999999890104,6261367.000000000000000,1955095.000000000000000,1,1,10000,10150,,LOS MORROS,,LOS MORROS,,LOS MORROS,,,LOS MORROS,85.770212931650391
747,4/1/1980 0:00:00,7/14/2016 11:43:47,40437,,43030,43017,164.952147840000009,10058,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,17612,17618,CN,17613,17619,N,N,N,17612,17619,1956502.000000000000000,6260186.000000000000000,45,92067,92067,CN,CN,3,N,Y,1000,1000,17106,17106,251,251,6260186.000000000000000,1956502.000000000000000,6260115.218999999575317,1956540.987999999895692,6260033.000000000000000,1956537.000000000000000,1,1,10020,10000,,LA BAJADA,,LA BAJADA,,LA BAJADA,,,LA BAJADA,164.951858480807516
748,6/1/1985 0:00:00,9/15/2015 10:02:36,103125,,39013,39217,753.119389230000024,103777,0,6/1/1985 0:00:00,M,D,6,B,0,2,CB,7930,7938,CB,7931,7939,N,N,N,7930,7939,1968624.019000000087544,6257096.019000000320375,45,92009,92009,CB,EN,4,N,Y,1002,1005,17109,17107,8,223,6257096.019000000320375,1968624.019000000087544,6257320.014999999664724,1968320.777999999932945,6257543.467000000178814,1968018.230999999912456,1,1,10030,10050,,RANCHO SANTA FE,RD,RANCHO SANTA FE RD,,RANCHO SANTA FE,RD,,RANCHO SANTA FE RD,753.119471590420744
749,2/1/1989 0:00:00,4/17/2019 9:18:01,22743,,81472,81572,141.003546059999991,6291,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,1471,1479,CN,1470,1478,N,N,N,1470,1479,1860863.000000000000000,6353291.000000000000000,45,92019,92020,CN,CN,2,N,Y,3000,1015,15405,15408,609,613,6353291.000000000000000,1860863.000000000000000,6353290.497000000439584,1860792.002000000094995,6353290.000000000000000,1860722.000000000000000,1,1,30000,30220,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,141.003592131391088
750,4/1/1980 0:00:00,4/17/2019 9:18:01,22741,,81572,81915,516.024224239999967,6291,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1481,1499,CN,1480,1498,N,N,N,1480,1499,1860722.000000000000000,6353290.000000000000000,45,92019,92020,CN,CN,2,N,Y,3000,1015,15405,15408,609,613,6353290.000000000000000,1860722.000000000000000,6353287.500000000000000,1860464.012000000104308,6353285.000000000000000,1860206.000000000000000,1,1,30000,30220,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,516.024176385336887
751,4/1/1980 0:00:00,11/15/2017 8:27:14,22744,,80179,80514,526.004802260000019,6291,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,1251,1299,CN,1250,1298,N,N,N,1250,1299,1862715.000999999931082,6353304.000000000000000,45,92019,92020,CN,CN,2,N,Y,2004,1017,15405,15408,609,613,6353304.000000000000000,1862715.000999999931082,6353303.000000000000000,1862452.003000000026077,6353302.000000000000000,1862189.000000000000000,1,1,20100,30200,,JAMACHA,RD,JAMACHA RD,,JAMACHA,RD,,JAMACHA RD,526.004718742888940
752,2/1/1989 0:00:00,8/21/2020 6:23:20,118271,,96248,96326,215.833826399999992,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,13800,13808,CN,13801,13809,N,N,N,13800,13809,1842443.000000000000000,6367679.000000000000000,50,91935,91935,CN,CN,2,N,Y,2016,3015,21305,21306,626,626,6367679.000000000000000,1842443.000000000000000,6367749.555999999865890,1842361.409999999916181,6367832.000000000000000,1842292.000000000000000,1,1,30080,30130,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,215.833901169653899
753,2/1/1989 0:00:00,10/26/2018 9:12:13,118264,,94443,94277,525.485448980000001,40808,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,12900,12952,CN,12901,12953,N,N,N,12900,12953,1845185.000000000000000,6358899.998999999836087,45,91935,91935,CN,CN,2,N,Y,2021,3002,21305,21306,625,625,6358899.998999999836087,1845185.000000000000000,6359137.438000000081956,1845297.304000000003725,6359379.000000000000000,1845400.000000000000000,1,1,20530,20280,,SR-94,,SR-94,,STATE ROUTE 94,,,STATE ROUTE 94,525.485561732472434
754,,9/15/2015 10:11:46,161518,,10330,10539,1972.183262080000077,104194,0,,M,D,4,F,0,2,OC,0,0,OC,0,0,N,N,N,0,0,2036759.647000000113621,6251321.485000000335276,50,92057,92057,OC,OC,1,N,Y,1042,1042,18612,18612,22,22,6251321.485000000335276,2036759.647000000113621,6250416.680999999865890,2036368.333000000100583,6249507.510999999940395,2035986.300999999977648,1,1,10480,10480,,SR-76 WB,,SR-76 WB,,STATE ROUTE 76 WB,,,STATE ROUTE 76 WB,1972.183104837632072
755,12/1/1989 0:00:00,7/14/2016 11:33:50,83929,,10217,10220,301.003333300000008,25702,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,220,248,CN,221,249,N,N,N,220,249,2036980.000000000000000,6516266.000000000000000,45,92004,92004,CN,CN,3,N,Y,1047,1001,21002,21001,842,842,6516266.000000000000000,2036980.000000000000000,6516416.997000000439584,2036979.000000000000000,6516567.000000000000000,2036979.000000000000000,1,1,20930,30080,,PALM CANYON,DR,PALM CANYON DR,,PALM CANYON,DR,,PALM CANYON DR,301.003059376507167
756,2/1/1989 0:00:00,12/18/2008 9:57:43,86219,,1047,1017,833.674307300000009,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,38400,38548,CN,38401,38549,N,N,N,38400,38549,2092607.000000000000000,6389487.000000000000000,50,92536,92536,CN,CN,2,N,Y,1000,3027,20903,20903,820,820,6389487.000000000000000,2092607.000000000000000,6389142.548000000417233,2092841.334999999962747,6388808.000000000000000,2093088.000000000000000,1,1,12080,34180,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,833.674214075933264
757,2/1/1989 0:00:00,12/18/2008 9:57:29,86217,,1056,1047,188.666563069999995,26390,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,38380,38398,CN,38381,38399,N,N,N,38380,38399,2092483.999000000068918,6389630.000000000000000,50,92536,92536,CN,CN,2,N,Y,1000,3027,20903,20903,820,820,6389630.000000000000000,2092483.999000000068918,6389557.950000000186265,2092544.361000000033528,6389487.000000000000000,2092607.000000000000000,1,1,12080,30140,,SR-79,,SR-79,,STATE ROUTE 79,,,STATE ROUTE 79,188.666644961837392
758,12/1/1989 0:00:00,9/15/2015 9:27:56,135720,,7321,7394,520.112163259999988,25701,100,12/1/1989 0:00:00,M,D,6,B,0,2,CN,1283,1299,CN,1282,1298,N,N,N,1282,1299,2052230.081000000005588,6520597.650999999605119,45,92004,92004,CN,CN,4,N,Y,1027,1006,21002,21002,842,842,6520597.650999999605119,2052230.081000000005588,6520784.785000000149012,2052049.578999999910593,6520972.000000000000000,2051869.000000000000000,1,1,20510,21010,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,520.112134916316109
759,12/1/1989 0:00:00,9/15/2015 10:16:17,83903,,7182,7321,1188.658370659999946,25701,100,12/1/1989 0:00:00,M,D,6,B,0,2,CN,1201,1281,CN,1200,1280,N,N,N,1200,1281,2053051.000000000000000,6519738.000000000000000,45,92004,92004,CN,CN,4,N,Y,1027,1006,21002,21002,842,842,6519738.000000000000000,2053051.000000000000000,6520167.638000000268221,2052640.820999999996275,6520597.650999999605119,2052230.081000000005588,1,1,20730,20100,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,1188.658229610329045
760,12/1/1989 0:00:00,7/14/2016 11:50:40,83890,,15001,15068,137.062619680000012,25701,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,3491,3499,CN,3490,3498,N,N,N,3490,3499,2024102.000000000000000,6523778.000000000000000,45,92004,92004,CN,CN,3,N,Y,2005,2008,21001,21001,842,842,6523778.000000000000000,2024102.000000000000000,6523802.231999999843538,2024037.395999999949709,6523827.000000000000000,2023974.000000000000000,1,1,30310,30290,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,137.062769229103566
761,12/1/1989 0:00:00,7/14/2016 11:42:11,83883,,15352,15496,428.895605950000004,25701,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,3551,3579,CN,3550,3578,N,N,N,3550,3579,2023284.000000000000000,6524125.000000000000000,45,92004,92004,CN,CN,3,N,Y,2009,2008,21001,21001,842,842,6524125.000000000000000,2023284.000000000000000,6524219.901999999769032,2023092.195000000065193,6524318.000000000000000,2022901.000000000000000,1,1,30300,30290,,BORREGO SPRINGS,RD,BORREGO SPRINGS RD,,BORREGO SPRINGS,RD,,BORREGO SPRINGS RD,428.895630359535232
762,2/1/1989 0:00:00,12/15/2008 14:39:07,130293,,15203,15473,1116.841172850000021,44006,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,26850,27028,CN,26851,27029,N,N,N,26850,27029,2023625.000000000000000,6409764.000000000000000,50,92070,92070,CN,CN,2,N,Y,1082,2054,20903,20903,820,827,6409764.000000000000000,2023625.000000000000000,6410148.349000000394881,2023223.229000000050291,6410637.000000000000000,2022954.000000000000000,1,1,11940,20270,,SR-76,,SR-76,,STATE ROUTE 76,,,STATE ROUTE 76,1116.841338749906754
763,2/1/1989 0:00:00,5/4/2015 10:15:39,84010,,37340,37337,273.011974650000013,43819,0,2/1/1989 0:00:00,M,D,6,B,0,2,CN,3811,3839,CN,3810,3838,N,N,N,3810,3839,1973013.000000000000000,6441605.000000000000000,50,92070,92036,CN,CN,2,N,Y,4016,4017,20904,20904,832,832,6441605.000000000000000,1973013.000000000000000,6441470.307000000029802,1972995.750000000000000,6441336.000000000000000,1973017.000000000000000,1,1,10380,10310,,SR-78,,SR-78,,STATE ROUTE 78,,,STATE ROUTE 78,273.011855826840701
764,12/1/1989 0:00:00,9/15/2015 10:16:26,136614,,97065,97236,325.011581089999993,27209,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,35050,35098,CN,35051,35099,N,N,N,35050,35099,1841160.992000000085682,6518361.098000000230968,45,91962,91962,CN,CN,3,N,Y,3009,3008,21101,21101,889,889,6518361.098000000230968,1841160.992000000085682,6518478.483000000007451,1841048.054999999934807,6518580.205000000074506,1840922.094000000040978,1,1,30310,30320,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,325.011366972502515
765,12/1/1989 0:00:00,9/15/2015 10:16:27,90568,,95359,95758,1496.732601870000053,27209,0,12/1/1989 0:00:00,M,D,6,B,0,2,CN,33800,33948,CN,33801,33949,N,N,N,33800,33949,1843787.000000000000000,6509952.000000000000000,45,91962,91962,CN,CN,3,N,Y,3000,3002,21101,21101,889,889,6509952.000000000000000,1843787.000000000000000,6510683.416000000201166,1843653.716999999945983,6511254.000000000000000,1843184.000000000000000,1,1,30240,30370,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,OLD HIGHWAY 80,,,OLD HIGHWAY 80,1496.732648948636779
766,6/1/1985 0:00:00,7/14/2016 11:50:21,28695,,2814,2815,124.004032190000004,7582,0,6/1/1985 0:00:00,M,D,6,B,0,2,CN,1000,1008,CN,1001,1009,N,N,N,1000,1009,2082065.000000000000000,6259876.000000000000000,35,92028,92028,CN,CN,3,N,Y,4000,4003,18904,18905,385,382,6259876.000000000000000,2082065.000000000000000,6259937.997999999672174,2082064.500000000000000,6260000.000000000000000,2082064.000000000000000,1,1,40000,30090,E,FALLBROOK,ST,E FALLBROOK ST,E,FALLBROOK,ST,,E FALLBROOK ST,124.003784184441770
767,4/1/1980 0:00:00,7/14/2016 11:50:42,16324,,13519,13526,659.156042769999999,4890,0,4/1/1980 0:00:00,M,D,6,B,0,2,CN,31100,31198,CN,31101,31199,N,N,N,31100,31199,2027432.243000000016764,6338531.946000000461936,35,92082,92082,CN,CN,3,N,Y,2000,2000,19111,19111,813,816,6338531.946000000461936,2027432.243000000016764,6338861.911999999545515,2027427.536000000080094,6339191.035000000149012,2027422.841999999945983,1,1,30000,30000,,VALLEY CENTER,RD,VALLEY CENTER RD,,VALLEY CENTER,RD,,VALLEY CENTER RD,659.156274315311293
768,2/1/1989 0:00:00,6/13/2012 14:02:15,128956,,35628,36420,4997.452048279999872,39966,60,2/1/1989 0:00:00,M,D,6,B,0,2,SD,15900,16108,SD,15901,16109,N,N,N,15900,16109,1978760.000000000000000,6331236.000000000000000,45,92027,92027,SD,SD,2,N,Y,1035,1007,20711,20710,235,235,6331236.000000000000000,1978760.000000000000000,6333533.627000000327826,1977777.959999999962747,6334827.000000000000000,1975774.000000000000000,1,1,11830,10130,,SAN PASQUAL VALLEY,RD,SAN PASQUAL VALLEY RD,,SAN PASQUAL VALLEY,RD,,SAN PASQUAL VALLEY RD,4997.451917310679164
769,,9/20/2019 10:59:11,157097,,12445,12847,1918.556240780000053,104194,0,,M,D,6,F,0,2,OC,0,0,OC,0,0,N,N,N,0,0,2030016.727999999886379,6238129.781999999657273,50,92057,92057,OC,OC,1,N,Y,2016,2016,18521,18521,32,21,6238129.781999999657273,2030016.727999999886379,6237298.782999999821186,2029538.645999999949709,6236484.595999999903142,2029030.901000000070781,1,2,40000,40000,,SR-76 WB,,SR-76 WB,,STATE ROUTE 76 WB,,,STATE ROUTE 76 WB,1918.556214567668349
770,4/1/1980 0:00:00,7/14/2016 11:48:07,17770,,31848,31877,280.503582119999976,5187,0,4/1/1980 0:00:00,M,D,6,F,0,2,ES,801,849,ES,800,848,N,N,N,800,849,1987572.000000000000000,6304038.000000000000000,45,92025,92025,ES,ES,3,N,Y,1075,1038,20313,20313,55,45,6304038.000000000000000,1987572.000000000000000,6303913.081000000238419,1987509.053000000072643,6303780.101999999955297,1987464.002000000094995,1,1,20970,20830,W,VALLEY,PY,W VALLEY PY,W,VALLEY,PKY,,W VALLEY PKY,280.503611615112959
771,4/1/1980 0:00:00,3/9/2020 9:17:00,32193,,31978,31946,413.248148119999996,8320,0,4/1/1980 0:00:00,M,D,6,T,0,2,ES,801,869,ES,800,868,N,N,N,800,869,1987210.000000000000000,6303983.000000000000000,35,92025,92025,ES,ES,3,N,Y,2010,1075,20500,20313,55,55,6303983.000000000000000,1987210.000000000000000,6303779.843000000342727,1987245.665999999968335,6303581.235000000335276,1987301.283000000054017,1,1,20110,20970,W,GRAND,AV,W GRAND AV,W,GRAND,AVE,,W GRAND AVE,413.248083120452065
772,4/1/1980 0:00:00,7/14/2016 11:41:33,25569,,43936,43616,775.297099190000040,6965,0,4/1/1980 0:00:00,M,D,6,B,0,2,SD,17300,17398,SD,17301,17399,N,N,N,17300,17399,1954288.000000000000000,6313434.000000000000000,45,92128,92128,SD,SD,3,N,Y,2000,1000,17057,17059,234,234,6313434.000000000000000,1954288.000000000000000,6313482.350999999791384,1954672.968000000109896,6313567.998999999836087,1955050.000000000000000,1,1,20000,10050,,POMERADO,RD,POMERADO RD,,POMERADO,RD,,POMERADO RD,775.297232752434752
